Word/Idiom,Meaning,Episode,Memory Palace,Part of Speech,Verb (if relevant)
oímos,"oímos: hear, we hear (Oír, present, 1st person plural)",136,,"Verb, Verb",Oír
oíste,"oíste: heard, you heard (Oír, preterite,  2nd person)",136,,"Verb, Verb",Oír
oye,oye: hear (Oír imperative),136,,"Verb, Verb",Oír
oye,"oye: hears, he/she/it hears (Oír, present, 3rd person)",136,,"Verb, Verb",Oír
oye,oye: hey (interjection),136,,"Interjection, Emotional",
oyen,"oyen: hear, they hear (Oír, present, 3rd person plural)",136,,"Verb, Verb",Oír
oyeron,"oyeron: heard, they heard (Oír, preterite, 3rd person plural)",136,,"Verb, Verb",Oír
oyes,"oyes: hear, you hear (Oír, present, 2nd person)",136,,"Verb, Verb",Oír
oyó,"oyó: heard, he/she/it heard (Oír, preterite, 3rd person)",136,,"Verb, Verb",Oír
parecerse,"parecerse: any use of ""to seem"" with a reflexive pronoun, changing the meaning to ""to be alike""",136,,"Other structure, Pronominal structure",
parecerse a,parecerse a: to be alike (idiom),136,,"Cluster, Idiom",
escucha,"escucha: listens, he/she/it listens (Escuchar, present, 3rd person)",137,,"Verb, Verb",Escuchar
escucha,escucha: listen (Escuchar imperative),137,,"Verb, Verb",Escuchar
escúchame,"escúchame: listen to me (Escuchar, imperative contraction)",137,,"Verb, Verb",Escuchar
escuchamos,"escuchamos: listen, we listen (Escuchar, present, 1st person plural)",137,,"Verb, Verb",Escuchar
escuchamos,"escuchamos: listened, we listened (Escuchar, preterite, 1st person plural)",137,,"Verb, Verb",Escuchar
escuchan,"escuchan: listen, they listen (Escuchar, present, 3rd person plural)",137,,"Verb, Verb",Escuchar
escuchar,escuchar: to listen (Escuchar infinitive),137,,"Verb, Verb",Escuchar
escucharon,"escucharon: listened, they listened (Escuchar, preterite, 3rd person plural)",137,,"Verb, Verb",Escuchar
escuchas,"escuchas: listen, you listen (Escuchar, present, 2nd person)",137,,"Verb, Verb",Escuchar
escuchaste,"escuchaste: listened, you listened (Escuchar, preterite, 2nd person)",137,,"Verb, Verb",Escuchar
escuche,"escuche: listen, he/she/it listen (Escuchar, subjunctive, 3rd person)",137,,"Verb, Verb",Escuchar
escuche,escuche: listen (Escuchar formal imperative),137,,"Verb, Verb",Escuchar
escuché,"escuché: listened, I listened (Escuchar, preterite, 1st person)",137,,"Verb, Verb",Escuchar
escuchen,"escuchen: listen, they listen (Escuchar, subjunctive, 3rd person plural)",137,,"Verb, Verb",Escuchar
escuchen,escuchen: listen (Escuchar plural imperative),137,,"Verb, Verb",Escuchar
escucho,"escucho: listen, I listen (Escuchar, present, 1st person)",137,,"Verb, Verb",Escuchar
escuchó,"escuchó: listened, he/she/it listened (Escuchar, preterite, 3rd person)",137,,"Verb, Verb",Escuchar
trabaja,trabaja: work (Trabajar imperative),137,,"Verb, Verb",Trabajar
trabaja,"trabaja: works, he/she/it works (Trabajar, present, 3rd person)",137,,"Verb, Verb",Trabajar
trabajaba,"trabajaba: worked, I worked (Trabajar, imperfect, 1st person)",137,,"Verb, Verb",Trabajar
trabajaba,"trabajaba: worked, he/she/it worked (Trabajar, imperfect, 3rd person)",137,,"Verb, Verb",Trabajar
trabajando,trabajando: working (Trabajar gerund),137,,"Verb, Verb",Trabajar
trabajar,trabajar: to work (Trabajar infinitive),137,,"Verb, Verb",Trabajar
trabajas,"trabajas: work, you work (Trabajar, present, 2nd person)",137,,"Verb, Verb",Trabajar
trabajo,"trabajo: work, I work (Trabajar, present, 1st person)",137,,"Verb, Verb",Trabajar
cuarto,cuarto: fourth (ordinal adjective),138,,"Adjective, Ordinal",
de,de used to mean “than” in numerical comparisons,138,,"Preposition, Preposition",
de lo que,de lo que: than (idiom),138,,"Cluster, Idiom",
difícil,difícil: difficult (adjective),138,,"Adjective, Ser, positive/negative",
fácil,fácil: easy (adjective),138,,"Adjective, Ser, positive/negative",
fuerte,fuerte: strong (adjective),138,,"Adjective, Ser, other",
largo,largo: long (adjective),138,,"Adjective, Ser, size",
mayor,mayor: bigger/older (adjective),138,,"Adjective, Ser, comparative",
pequeño,pequeño: small (adjective),138,,"Adjective, Ser, size",
posible,posible: possible (adjective),138,,"Adjective, Ser, other",
segundo,segundo: second (ordinal adjective),138,,"Adjective, Ordinal",
tercero,tercero: third (ordinal adjective),138,,"Adjective, Ordinal",
aire,aire: air (masc. noun),139,,"Noun, Noun",
avión,avión: plane (masc. noun),139,,"Noun, Noun",
barco,barco: boat (masc. noun),139,,"Noun, Noun",
coche,coche: car (masc. noun),139,,"Noun, Noun",
foto,foto: photo/picture (fem. noun),139,,"Noun, Noun",
película,película: movie/film (fem. noun),139,,"Noun, Noun",
tren,tren: train (masc. noun),139,,"Noun, Noun",
morí,"morí: died, I died (Morir, preterite, 1st person)",141,,"Verb, Verb",Morir
morimos,"morimos: died, we died (Morir, present, 1st person plural)",141,,"Verb, Verb",Morir
morimos,"morimos: died, we died (Morir, preterite, 1st person plural)",141,,"Verb, Verb",Morir
morir,morir: to die (Morir infinitive),141,,"Verb, Verb",Morir
morir por,morir por: dying to (idiom),141,,"Cluster, Idiom",
moriste,"moriste: died, you died (Morir, preterite, 2nd person)",141,,"Verb, Verb",Morir
muera,"muera: die, I die (Morir, subjunctive, 1st person)",141,,"Verb, Verb",Morir
muera,"muera: die, he/she/it die (Morir, subjunctive, 3rd person)",141,,"Verb, Verb",Morir
mueras,"mueras: die, you die (Morir, subjunctive, 2nd person)",141,,"Verb, Verb",Morir
mueras,mueras: die (Morir negative imperative),141,,"Verb, Verb",Morir
muere,"muere: dies, he/she/it dies (Morir, present, 3rd person)",141,,"Verb, Verb",Morir
mueren,"mueren: die, they die (Morir, present, 3rd person plural)",141,,"Verb, Verb",Morir
mueres,"mueres: die, you die (Morir, present, 2nd person)",141,,"Verb, Verb",Morir
muero,"muero: die, I die (Morir, present, 1st person)",141,,"Verb, Verb",Morir
muerto,muerto: died (Morir participle),141,,"Verb, Verb",Morir
muriendo,muriendo: dying (Morir gerund),141,,"Verb, Verb",Morir
murieron,"murieron: died, they died (Morir, preterite, 3rd person plural)",141,,"Verb, Verb",Morir
murió,"murió: died , he/she/it died (Morir, preterite, 3rd person)",141,,"Verb, Verb",Morir
entendamos,"entendamos: understand, we understand (Entender, subjunctive, 1st person plural)",142,,"Verb, Verb",Entender
entendemos,"entendemos: understand, we understand (Entender, present, 1st person plural)",142,,"Verb, Verb",Entender
entender,entender: to understand (Entender infinitive),142,,"Verb, Verb",Entender
entendí,"entendí: understood, I understood (Entender, preterite, 1st person)",142,,"Verb, Verb",Entender
entendido,entendido: understood (Entender participle),142,,"Verb, Verb",Entender
entendieron,"entendieron: understood, they understood (Entender, preterite, 3rd person plural)",142,,"Verb, Verb",Entender
entendimos,"entendimos: understood, we understood (Entender, preterite, 1st person plural)",142,,"Verb, Verb",Entender
entendió,"entendió: understood, he/she/it understood (Entender, preterite, 3rd person)",142,,"Verb, Verb",Entender
entendiste,"entendiste: understood, you understood (Entender, preterite, 2nd person)",142,,"Verb, Verb",Entender
entienda,"entienda: understand, he/she/it understand (Entender, subjunctive, 3rd person)",142,,"Verb, Verb",Entender
entienda,"entienda: understand, I understand (Entender, subjunctive, 1st person)",142,,"Verb, Verb",Entender
entiendan,"entiendan: understand, they understand (Entender, subjunctive, 3rd person plural)",142,,"Verb, Verb",Entender
entiendas,"entiendas: understand, you understand (Entender, subjunctive, 2nd person)",142,,"Verb, Verb",Entender
entiende,"entiende: understands, he/she/it understands (Entender, present, 3rd person)",142,,"Verb, Verb",Entender
entienden,"entienden: understand, they understand (Entender, present, 3rd person plural)",142,,"Verb, Verb",Entender
entiendes,"entiendes: understand, you understand (Entender, present, 2nd person)",142,,"Verb, Verb",Entender
entiendo,"entiendo: understand, I understand (Entender, present, 1st person)",142,,"Verb, Verb",Entender
morirse,"morirse: any use of morir with a reflexive pronoun, changing the meaning to to die)",142,,"Other structure, Pronominal structure",
catorce,catorce: fourteen (number),143,,"Adjective, Number",
doce,doce: twelve (number),143,,"Adjective, Number",
once,once: eleven (number),143,,"Adjective, Number",
por,"por: times, as in multiplication (preposition)",143,,"Preposition, Preposition",
quince,quince: fifteen (number),143,,"Adjective, Number",
trece,trece: thirteen (number),143,,"Adjective, Number",
falta,falta: lack (fem. noun),144,,"Noun, Noun",
le hace falta,le hace falta: in need of something (idiom),144,,"Cluster, Idiom",
maldición,maldición: curse (fem. noun),144,,"Noun, Noun",
orden,orden: order (fem. noun),144,,"Noun, Noun",
sueño,sueño: dream (masc. noun),144,,"Noun, Noun",
sueño,sueño: sleepiness/sleep (masc. noun),144,,"Noun, Noun",
lo siento,lo siento: I’m sorry (idiom),146,,"Cluster, Idiom",
sentí,"sentí: felt, I felt (Sentir, preterite, 1st person)",146,,"Verb, Verb",Sentir
sentía,"sentía: felt, I felt (Sentir, imperfect, 1st person)",146,,"Verb, Verb",Sentir
sentía,"sentía: felt, he/she/it felt (Sentir, imperfect, 3rd person)",146,,"Verb, Verb",Sentir
sentido,sentido: felt (Sentir participle),146,,"Verb, Verb",Sentir
sentimos,"sentimos: feel, we feel (Sentir, present, 1st person plural)",146,,"Verb, Verb",Sentir
sentimos,"sentimos: felt, we felt (Sentir, preterite, 1st person plural)",146,,"Verb, Verb",Sentir
sentir,sentir: to feel (Sentir infinitive),146,,"Verb, Verb",Sentir
sentirse,"sentirse: any use of sentir with a reflexive pronoun, changing the meaning to feel)",146,,"Other structure, Pronominal structure",
sentiste,"sentiste: feel, you feel (Sentir, preterite, 2nd person)",146,,"Verb, Verb",Sentir
sienta,"sienta: feel, I feel (Sentir, subjunctive, 1st person)",146,,"Verb, Verb",Sentir
sienta,"sienta: feel, he/she/it feel (Sentir, subjunctive, 3rd person)",146,,"Verb, Verb",Sentir
sientas,"sientas: feel, you feel (Sentir, subjunctive, 2nd person)",146,,"Verb, Verb",Sentir
siente,"siente: feels, he/she/it feels (Sentir, present, 3rd person)",146,,"Verb, Verb",Sentir
sienten,"sienten: feel, they feel (Sentir, present, 3rd person plural)",146,,"Verb, Verb",Sentir
sientes,"sientes: feel, you feel (Sentir, present, 2nd person)",146,,"Verb, Verb",Sentir
siento,"siento: feel, I feel (Sentir, present, 1st person)",146,,"Verb, Verb",Sentir
sintiendo,sintiendo: feeling (Sentir gerund),146,,"Verb, Verb",Sentir
sintieron,"sintieron: felt, they felt (Sentir, preterite, 3rd person plural)",146,,"Verb, Verb",Sentir
sintió,"sintió: felt, he/she/it felt (Sentir, preterite, 3rd person)",146,,"Verb, Verb",Sentir
sentado,sentado: seated (adjective),147,,"Adjective, Estar, location",
sentado,sentado: sat (Sentar participle),147,,"Verb, Verb",Sentar
sentamos,"sentamos: sit, we sit (Sentar, present, 1st person plural)",147,,"Verb, Verb",Sentar
sentamos,"sentamos:sat, we sat (Sentar, preterite, 1st person plural)",147,,"Verb, Verb",Sentar
sentar,sentar: to sit (Sentar infinitive),147,,"Verb, Verb",Sentar
sentarme,sentarme: to sit myself down (Sentar contraction),147,,"Verb, Verb",Sentar
sentarnos,sentarnos: to sit ourselves down (Sentar contraction),147,,"Verb, Verb",Sentar
sentaron,"sentaron: sat, they sat (Sentar, preterit, 3rd person plural)",147,,"Verb, Verb",Sentar
sentarse,"sentarse: any use of to sit with a reflexive pronoun, changing the meaning to sit down)",147,,"Other structure, Pronominal structure",
sentarse,sentar: to sit down (Sentar infinitive),147,,"Verb, Verb",Sentar
sentarte,sentar: to sit down (Sentar infinitive),147,,"Verb, Verb",Sentar
sentaste,"sentaste:sat, you sat (Sentar, preterit, 2nd person)",147,,"Verb, Verb",Sentar
senté,"senté: sat, I sat (Sentar, preterit, 1st person)",147,,"Verb, Verb",Sentar
sentemos,"sentemos: sit, we sit (Sentar, subjunctive, 1st person plural)",147,,"Verb, Verb",Sentar
sentó,"sentó:sat he/she/it sat (Sentar, preterit, 3rd person)",147,,"Verb, Verb",Sentar
sienta,"sienta: sits he/she/it sits (Sentar, present, 3rd person)",147,,"Verb, Verb",Sentar
sientan,"sientan:sit, they sit (Sentar, present, 3rd person plural)",147,,"Verb, Verb",Sentar
sientas,"sientas: sit, you sit (Sentar, present, 2nd person)",147,,"Verb, Verb",Sentar
siéntate,siéntate: sit down (Sentarse imperative),147,,"Verb, Verb",Sentar
siente,"siente: sit, he/she/it sit (Sentar, subjunctive, 3rd person)",147,,"Verb, Verb",Sentar
siente,"siente: sit, I sit (Sentar, subjunctive, 1st person)",147,,"Verb, Verb",Sentar
sienten,"sienten: sit, they sit (Sentar, subjunctive, 3rd person plural)",147,,"Verb, Verb",Sentar
siéntense,"siéntense: sit down (Sentarse, plural imperative)",147,,"Verb, Verb",Sentar
sientes,"sientes: sit, you sit (Sentar, subjunctive, 2nd person)",147,,"Verb, Verb",Sentar
siéntese,"siéntese: sit down (Sentarse, formal imperative)",147,,"Verb, Verb",Sentar
siento,"siento: sit, I sit (Sentar, present, 1st person)",147,,"Verb, Verb",Sentar
correcto,correcto: correct/ right (adjective),148,,"Adjective, Ser, ""which""",
derecha,derecha: right (fem. noun),148,,"Noun, Noun",
derecho,"derecho: ""directly"", ""straight"" (adverb)",148,,"Adverb, Manner, other",
derecho,derecho: straight (adjective),148,,"Adjective, Ser, ""which""",
futuro,futuro: future (adjective),148,,"Adjective, Ser, ""which""",
general,general: general (adjective),148,,"Adjective, Ser, ""which""",
izquierda,izquierda: left (fem. noun),148,,"Noun, Noun",
izquierda,izquierda: left (adjective),148,,"Adjective, Ser, ""which""",
real,real: real (adjective),148,,"Adjective, Ser, ""which""",
secreto,secreto: secret (adjective),148,,"Adjective, Ser, ""which""",
último,último: last (adjective),148,,"Adjective, Ser, ""which""",
caballero,caballero: gentleman/knight (masc. noun),149,,"Noun, Noun",
dama,dama: lady (fem. noun),149,,"Noun, Noun",
dejar ir,dejar ir: to let go of (idiom),149,,"Cluster, Idiom",
demonio,demonio: demon (masc. noun),149,,"Noun, Noun",
diablo,diablo: devil (masc. noun),149,,"Noun, Noun",
dios,dios: God (masc. noun),149,,"Noun, Noun",
muchacha,muchacha: teenage girl (fem. noun),149,,"Noun, Noun",
muchacho,muchacho: teenage boy (masc. noun),149,,"Noun, Noun",
santo,santo: saint (masc. noun),149,,"Noun, Noun",
a,a used after Volver to mean “again”,151,,"Preposition, Preposition",
volvamos,"volvamos: return, we return (Volver, subjunctive, 1st person plural)",151,,"Verb, Verb",Volver
volvamos,volvamos: let’s return (Volver plural imperative),151,,"Verb, Verb",Volver
volvemos,"volvemos: return, we return (Volver, present, 1st person plural)",151,,"Verb, Verb",Volver
volver,volver: to return (Volver infinitive),151,,"Verb, Verb",Volver
volverá,"volverá: will return, he/she/it will return (Volver, future, 3rd person)",151,,"Verb, Verb",Volver
volverán,"volverán: will return, they will return (Volver, future, 3rd person plural)",151,,"Verb, Verb",Volver
volverás,"volverás: will return, you will return (Volver, future, 2nd person)",151,,"Verb, Verb",Volver
volveré,"volveré: will return, I will return (Volver, future, 1st person)",151,,"Verb, Verb",Volver
volveremos,"volveremos: will return, we will return (Volver, future, 1st person plural)",151,,"Verb, Verb",Volver
volví,"volví: returned , I returned (Volver, preterite, 1st person)",151,,"Verb, Verb",Volver
volvieron,"volvieron: returned, they returned (Volver, preterite, 3rd person plural)",151,,"Verb, Verb",Volver
volvimos,"volvimos: returned, we returned (Volver, preterite, 1st person plural)",151,,"Verb, Verb",Volver
volvió,"volvió: returned, he/she/it returned (Volver, preterite, 3rd person)",151,,"Verb, Verb",Volver
volviste,"volviste: returned, you returned (Volver, preterite, 2nd person)",151,,"Verb, Verb",Volver
vuelto,vuelto: returned (Volver participle),151,,"Verb, Verb",Volver
vuelva,"vuelva: return, I return (Volver, subjunctive, 1st person)",151,,"Verb, Verb",Volver
vuelva,"vuelva: return, he/she/it return (Volver, subjunctive, 3rd person)",151,,"Verb, Verb",Volver
vuelva,vuelva: return (Volver formal imperative),151,,"Verb, Verb",Volver
vuelvan,"vuelvan: return, they return (Volver, subjunctive, 3rd person plural)",151,,"Verb, Verb",Volver
vuelvan,vuelvan: return (Volver plural imperative),151,,"Verb, Verb",Volver
vuelvas,"vuelvas: return, you return (Volver, subjunctive, 2nd person)",151,,"Verb, Verb",Volver
vuelvas,vuelvas: return (Volver negative imperative),151,,"Verb, Verb",Volver
vuelve,vuelve: return (Volver imperative),151,,"Verb, Verb",Volver
vuelve,"vuelve: returns, he/she/it returns (Volver, present, 3rd person)",151,,"Verb, Verb",Volver
vuelven,"vuelven: return, they return (Volver, present, 3rd person plural)",151,,"Verb, Verb",Volver
vuelves,"vuelves: return, you return (Volver, present, 2nd person)",151,,"Verb, Verb",Volver
vuelvo,"vuelvo: return, I return (Volver, present, 1st person)",151,,"Verb, Verb",Volver
busca,"busca: searches/seeks, he/she/it searches/seeks(Buscar, present, 3rd person)",152,,"Verb, Verb",Buscar
busca,busca: search/seek (Buscar imperative),152,,"Verb, Verb",Buscar
buscado,buscado: searched/sought (Buscar participle),152,,"Verb, Verb",Buscar
buscamos,"buscamos: search/seek, we search/seek (Buscar, present, 1st person plural)",152,,"Verb, Verb",Buscar
buscan,"buscan: search, they search(Buscar, present, 3rd person plural)",152,,"Verb, Verb",Buscar
buscando,buscando: searching (Buscar gerund),152,,"Verb, Verb",Buscar
buscar,buscar: to search (Buscar infinitive),152,,"Verb, Verb",Buscar
buscarlo,buscarlo: search it (Buscar infinitive) + CONTRACTION,152,,"Verb, Verb",Buscar
buscas,"buscas: search, you search (Buscar, present, 2nd person)",152,,"Verb, Verb",Buscar
busco,"busco: search, I search (Buscar, present, 1st person)",152,,"Verb, Verb",Buscar
está por llegar,está por llegar: about to arrive (idiom),152,,"Cluster, Idiom",
llega,"llega: arrives, he/she/it arrives (Llegar, present, 3rd person)",152,,"Verb, Verb",Llegar
llega,llega: arrive (Llegar imperative),152,,"Verb, Verb",Llegar
llegado,llegado: arrived (Llegar participle),152,,"Verb, Verb",Llegar
llegamos,"llegamos: arrive, we arrive (Llegar, present, 1st person plural)",152,,"Verb, Verb",Llegar
llegamos,"llegamos: arrived, we arrived (Llegar, preterite, 1st person plural)",152,,"Verb, Verb",Llegar
llegar,llegar: to arrive (Llegar infinitive),152,,"Verb, Verb",Llegar
llegará,"llegará: will arrive, he/she/it will arrive (llegar, future, 3rd person)",152,,"Verb, Verb",Llegar
llegaría,"llegaría: would arrive, he/she/it would arrive (llegar, conditional, 3rd person)",152,,"Verb, Verb",Llegar
llegarías,"llegarías: would arrive, you would arrive (llegar, conditional, 2nd person)",152,,"Verb, Verb",Llegar
llegó,"llegó: arrived, he/she/it arrived (Llegar, preterite, 3rd person)",152,,"Verb, Verb",Llegar
llegue,"llegue: arrive, he/she/it arrive (Llegar, subjunctive, 3rd person)",152,,"Verb, Verb",Llegar
llegue,"llegue: arrive, I arrive (Llegar, subjunctive, 1st person)",152,,"Verb, Verb",Llegar
por venir,por venir: yet to come (idiom),152,,"Cluster, Idiom",
diecinueve,diecinueve: nineteen (number),153,,"Adjective, Number",
dieciocho,dieciocho: eighteen (number),153,,"Adjective, Number",
dieciséis,dieciséis: sixteen (number),153,,"Adjective, Number",
diecisiete,diecisiete: seventeen (number),153,,"Adjective, Number",
veinte,veinte: twenty (number),153,,"Adjective, Number",
volverse loco,volverse loco: to go crazy (idiom),153,,"Cluster, Idiom",
baja,baja: drop/loss (fem. noun),154,,"Noun, Noun",
en orden,en orden: in order (idiom),154,,"Cluster, Idiom",
largo,largo: length (masc. noun),154,,"Noun, Noun",
media,"media: ""half"" as in ""half past""(fem. noun)",154,,"Noun, Noun",
media,media: average (fem. noun),154,,"Noun, Noun",
mitad,mitad: half (fem. noun),154,,"Noun, Noun",
orden,orden: order (how things are arranged) (masc. noun),154,,"Noun, Noun",
resto,resto: rest (masc. noun),154,,"Noun, Noun",
lleva,lleva: take (Llevar imperative),156,,"Verb, Verb",Llevar
lleva,"lleva: takes, he/she/it takes (Llevar, present, 3rd person)",156,,"Verb, Verb",Llevar
llevar,llevar: to take (Llevar infinitive),156,,"Verb, Verb",Llevar
llevaré,"llevaré: will take, I will take (Llevar, future, 1st person)",156,,"Verb, Verb",Llevar
llevas,"llevas: take, you take (Llevar, present, 2nd person)",156,,"Verb, Verb",Llevar
lleve,"lleve: take, I take (Llevar, subjunctive, 1st person)",156,,"Verb, Verb",Llevar
lleve,"lleve: take, he/she/it take (Llevar, subjunctive, 3rd person)",156,,"Verb, Verb",Llevar
lleve,lleve: take (Llevar formal imperative),156,,"Verb, Verb",Llevar
llevemos,"llevemos: take, we take (Llevar, subjunctive, 1st person plural)",156,,"Verb, Verb",Llevar
lleven,"lleven: take, they take (Llevar, subjunctive, 3rd person plural)",156,,"Verb, Verb",Llevar
lleven,lleven: take (Llevar plural imperative),156,,"Verb, Verb",Llevar
lleves,lleves: take (Llevar negative imperative),156,,"Verb, Verb",Llevar
lleves,"lleves: take, you take (Llevar, subjunctive, 2nd person)",156,,"Verb, Verb",Llevar
llevo,"llevo: take, I take (Llevar, present, 1st person)",156,,"Verb, Verb",Llevar
llevó,"llevó: took, he/she/it took (Llevar, preterite, 3rd person)",156,,"Verb, Verb",Llevar
toma,toma: take (Tomar imperative),156,,"Verb, Verb",Tomar
toma,"toma: takes, he/she/it takes (Tomar, present, 3rd person)",156,,"Verb, Verb",Tomar
tomando,tomando: taking (Tomar gerund),156,,"Verb, Verb",Tomar
tomar,tomar: to take (Tomar infinitive),156,,"Verb, Verb",Tomar
tome,"tome: take, I take (Tomar, subjunctive, 1st person)",156,,"Verb, Verb",Tomar
tome,"tome: take, he/she/it take (Tomar, subjunctive, 3rd person)",156,,"Verb, Verb",Tomar
tomó,"tomó: took, he/she/it took (Tomar, preterite, 3rd person)",156,,"Verb, Verb",Tomar
conoce,conoce: meet (Conocer imperative),157,,"Verb, Verb",Conocer
conoce,"conoce: meets, he/she/it meets (Conocer, present, 3rd person)",157,,"Verb, Verb",Conocer
conócela,"conócela: meet her (Conocer, imperative contraction)",157,,"Verb, Verb",Conocer
conócelo,"conócelo: meet him (Conocer, imperative contraction)",157,,"Verb, Verb",Conocer
conocemos,"conocemos: meet, we meet (Conocer, present, 1st person plural)",157,,"Verb, Verb",Conocer
conocen,"conocen: meet, they meet (Conocer, present, 3rd person plural)",157,,"Verb, Verb",Conocer
conocer,conocer: to meet (Conocer infinitive),157,,"Verb, Verb",Conocer
conocerlo,conocerlo: meet (Conocer infinitive) + CONTRACTION,157,,"Verb, Verb",Conocer
conocerte,conocerte: meet (Conocer infinitive) + CONTRACTION,157,,"Verb, Verb",Conocer
conoces,"conoces: meet, you meet (Conocer, present, 2nd person)",157,,"Verb, Verb",Conocer
conocí,"conocí: met, I met (Conocer, preterite, 1st person)",157,,"Verb, Verb",Conocer
conocía,"conocía: met, I met (Conocer, imperfect, 1st person)",157,,"Verb, Verb",Conocer
conocía,"conocía: met, he/she/it met (Conocer, imperfect, 3rd person)",157,,"Verb, Verb",Conocer
conocido,conocido: met (Conocer participle),157,,"Verb, Verb",Conocer
conocimos,"conocimos: met, we met (Conocer, preterite, 1st person plural)",157,,"Verb, Verb",Conocer
conoció,"conoció: met, he/she/it met (Conocer, preterite, 3rd person)",157,,"Verb, Verb",Conocer
conociste,"conociste: met, you met (Conocer, preterite, 2nd person)",157,,"Verb, Verb",Conocer
conozca,"conozca: meet, I meet (Conocer, subjunctive, 1st person)",157,,"Verb, Verb",Conocer
conozca,"conozca: meet, he/she/it meet (Conocer, subjunctive, 3rd person)",157,,"Verb, Verb",Conocer
conozco,"conozco: meet, I meet (Conocer, present, 1st person)",157,,"Verb, Verb",Conocer
bello,bello: beautiful (adjective),158,,"Adjective, Ser, positive/negative",
bonito,bonito: pretty (adjective),158,,"Adjective, Ser, positive/negative",
extraño,extraño: strange (adjective),158,,"Adjective, Ser, positive/negative",
gracioso,gracioso: funny (adjective),158,,"Adjective, Ser, positive/negative",
hermoso,hermoso: gorgeous (adjective),158,,"Adjective, Ser, positive/negative",
lindo,lindo: cute (adjective),158,,"Adjective, Ser, positive/negative",
perfecto,perfecto: perfect (adjective),158,,"Adjective, Ser, positive/negative",
pobre,pobre: poor (adjective),158,,"Adjective, Ser, other",
tranquilo,tranquilo: calm/tranquil (adjective),158,,"Adjective, Ser, positive/negative",
baño,baño: bathroom (masc. noun),159,,"Noun, Noun",
campo,campo: countryside (masc. noun),159,,"Noun, Noun",
cielo,cielo: sky/heaven (masc. noun),159,,"Noun, Noun",
edificio,edificio: building (masc. noun),159,,"Noun, Noun",
habitación,habitación: bedroom (fem. noun),159,,"Noun, Noun",
oficina,oficina: office (fem. noun),159,,"Noun, Noun",
de,de used after Tratar to mean “try to”,161,,"Preposition, Preposition",
trata,trata: try/treat (Tratar imperative),161,,"Verb, Verb",Tratar
trata,"trata: tries, he/she/it tries (Tratar, present, 3rd person)",161,,"Verb, Verb",Tratar
trataba,"trataba: tried, I tried (Tratar, imperfect, 1st person)",161,,"Verb, Verb",Tratar
trataba,"trataba: tried, he/she/it tried (Tratar, imperfect, 3rd person)",161,,"Verb, Verb",Tratar
tratado,tratado: tried (Tratar participle),161,,"Verb, Verb",Tratar
tratamos,"tratamos: tried, we tried (Tratar, preterite, 1st person plural)",161,,"Verb, Verb",Tratar
tratamos,"tratamos: try, we try (Tratar, present, 1st person plural)",161,,"Verb, Verb",Tratar
tratan,"tratan: try, they try (Tratar, present, 3rd person plural)",161,,"Verb, Verb",Tratar
tratando,tratando: trying (Tratar gerund),161,,"Verb, Verb",Tratar
tratar,tratar: to try (Tratar infinitive),161,,"Verb, Verb",Tratar
trataré,"trataré: will try , I will try (Tratar, future, 1st person)",161,,"Verb, Verb",Tratar
tratarse de,tratarse de: to be about (idiom),161,,"Cluster, Idiom",
tratas,"tratas: try, you try (Tratar, present, 2nd person)",161,,"Verb, Verb",Tratar
trate,"trate: try, I try (Tratar, subjunctive, 1st person)",161,,"Verb, Verb",Tratar
trate,"trate: try, he/she/it try (Tratar, subjunctive, 3rd person)",161,,"Verb, Verb",Tratar
traté,"traté: tried, I tried (Tratar, preterite, 1st person)",161,,"Verb, Verb",Tratar
trato,"trato: try, I try (Tratar, present, 1st person)",161,,"Verb, Verb",Tratar
trató,"trató: tried, he/she/it tried (Tratar, preterite, 3rd person)",161,,"Verb, Verb",Tratar
acaba,"acaba: finishes, he/she/it finishes (Acabar, present, 3rd person)",162,,"Verb, Verb",Acabar
acabado,acabado: finished (Acabar participle),162,,"Verb, Verb",Acabar
acabamos,"acabamos: finish, we finish (Acabar, present, 1st person plural)",162,,"Verb, Verb",Acabar
acaban,"acaban: finish, they finish (Acabar, present, 3rd person plural)",162,,"Verb, Verb",Acabar
acabar,acabar: to finish (Acabar infinitive),162,,"Verb, Verb",Acabar
acabará,"acabará: will finish, he/she/it will finish (Acabar, future, 3rd person)",162,,"Verb, Verb",Acabar
acabaron,"acabaron: finished, they finished (Acabar, preterite, 3rd person plural)",162,,"Verb, Verb",Acabar
acabarse,"acabarse: any use of acabar with a reflexive pronoun, changing the meaning to run out)",162,,"Other structure, Pronominal structure",
acabas,"acabas: finish, you finish (Acabar, present, 2nd person)",162,,"Verb, Verb",Acabar
acabe,"acabe: finish, he/she/it finish (Acabar, subjunctive, 3rd person)",162,,"Verb, Verb",Acabar
acabo,"acabo: finish, I finish (Acabar, present, 1st person)",162,,"Verb, Verb",Acabar
acabó,"acabó: finished, he/she/it finished (Acabar, preterite, 3rd person)",162,,"Verb, Verb",Acabar
veinticinco,veinticinco: twenty-five (number),163,,"Adjective, Number",
veinticuatro,veinticuatro: twenty-four (number),163,,"Adjective, Number",
veintidós,veintidós: twenty-two (number),163,,"Adjective, Number",
veintinueve,veintinueve: twenty-nine (number),163,,"Adjective, Number",
veintiocho,veintiocho: twenty-eight (number),163,,"Adjective, Number",
